"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"1836",8,0.55,0.42,12.6,0.211,37,213,0.9988,2.99,0.56,9.3,5
"1440",6.1,0.25,0.49,7.6,0.052,67,226,0.9956,3.16,0.47,8.9,5
"930",6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,5
"4132",7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5
"1437",8.5,0.56,0.74,17.85,0.051,51,243,1.0005,2.99,0.7,9.2,5
"2942",7.2,0.3,0.3,8.7,0.022,14,111,0.99576,3.11,0.61,10.6,5
"1568",7.5,0.19,0.49,1.8,0.055,19,110,0.9946,3.33,0.44,9.9,5
"3738",7.1,0.21,0.72,1.6,0.167,65,120,0.99324,2.97,0.51,9.2,5
"220",7.5,0.23,0.36,7,0.036,43,161,0.9938,3.04,0.32,11,5
"4057",6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,5
"1745",6.6,0.22,0.58,1.1,0.133,52,136,0.9932,3.1,0.3,9.1,5
"110",6.9,0.33,0.28,1.3,0.051,37,187,0.9927,3.27,0.6,10.3,5
"4534",6.1,0.25,0.18,10.5,0.049,41,124,0.9963,3.14,0.35,10.5,5
"1941",8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5
"1765",6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5
"2012",7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,5
"388",6.3,0.39,0.35,5.9,0.04,82.5,260,0.9941,3.12,0.66,10.1,5
"2350",7.9,0.46,0.4,10.1,0.168,19,184,0.99782,3.06,0.62,9.5,5
"2206",7.7,0.39,0.34,10,0.056,35,178,0.9974,3.26,0.6,10.2,5
"1589",7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5
"3789",6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,5
"1135",7.4,0.41,0.34,4.7,0.042,19,127,0.9953,3.25,0.42,10.4,5
"1791",9.4,0.16,0.3,1.4,0.042,26,176,0.9954,3.15,0.46,9.1,5
"1133",6.8,0.39,0.31,14.35,0.043,28,162,0.9988,3.17,0.54,9.1,5
"2817",7.2,0.17,0.41,1.6,0.052,24,126,0.99228,3.19,0.49,10.8,5
"625",6,0.36,0.06,1.4,0.066,27,128,0.9934,3.26,0.55,9.3,5
"3955",6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5
"2141",7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5
"1497",6.7,0.62,0.24,1.1,0.039,6,62,0.9934,3.41,0.32,10.4,5
"458",7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5
"3617",7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5
"932",6.4,0.26,0.43,12.6,0.033,64,230,0.9974,3.08,0.38,8.9,5
"1331",8.3,0.21,0.41,2.2,0.05,24,108,0.994,2.85,0.45,9.5,5
"3747",7.4,0.27,0.28,1.8,0.04,45,121,0.99043,3.02,0.4,11.9,5
"3929",6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5
"616",7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,5
"3433",7.8,0.29,0.29,3.15,0.044,41,117,0.99153,3.24,0.35,11.5,5
"3211",5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,5
"1993",7,0.12,0.28,6.3,0.057,17,103,0.9957,3.5,0.44,9.6,5
"2883",7,0.24,0.3,6.7,0.039,37,125,0.99436,3.2,0.39,9.9,5
"3774",5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5,5
"406",6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5
"2786",6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,5
"138",7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,5
"608",7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,5
"989",6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,5
"2789",6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4,5
"4626",8.3,0.49,0.23,6.65,0.034,6,158,0.99344,3.05,0.48,11.2,5
"188",5.9,0.3,0.23,4.2,0.038,42,119,0.9924,3.15,0.5,11,5
"3930",6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5
"1206",8.9,0.33,0.32,1.5,0.047,11,200,0.9954,3.19,0.46,9.4,5
"3627",7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5
"2112",6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5
"1694",6.7,0.265,0.22,8.6,0.048,54,198,0.9955,3.25,0.41,10.2,5
"645",6.4,0.24,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5,5
"2242",7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,5
"2920",6.4,0.16,0.32,8.75,0.038,38,118,0.99449,3.19,0.41,10.7,5
"3962",7.6,0.39,0.46,11.7,0.084,55,170,0.99773,2.91,0.51,9,5
"142",7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,5
"286",7.3,0.32,0.25,7.2,0.056,47,180,0.9961,3.08,0.47,8.8,5
"3764",6.7,0.39,0.24,2.7,0.017,22,80,0.99084,3.03,0.37,11.5,5
"4577",5.9,0.3,0.29,1.1,0.036,23,56,0.9904,3.19,0.38,11.3,5
"1493",8,0.3,0.49,9.4,0.046,47,188,0.9964,3.14,0.48,10,5
"2092",7.2,0.24,0.19,7.7,0.045,53,176,0.9958,3.17,0.38,9.5,5
"154",7.2,0.18,0.41,1.2,0.048,41,97,0.9919,3.14,0.45,10.4,5
"2167",7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,5
"1046",7.3,0.15,0.4,2,0.05,24,92,0.9932,3.14,0.45,10.5,5
"1105",7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,5
"1826",7.1,0.32,0.4,1.5,0.034,13,84,0.9944,3.42,0.6,10.4,5
"335",5.6,0.26,0.26,5.7,0.031,12,80,0.9923,3.25,0.38,10.8,5
"4649",6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3,5
"2802",6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,5
"3812",7.2,0.28,0.38,2,0.052,23,156,0.9912,3.13,0.52,11.1,5
"1571",6.6,0.3,0.74,4.6,0.041,36,159,0.9946,3.21,0.45,9.9,5
"36",7.3,0.28,0.43,1.7,0.08,21,123,0.9905,3.19,0.42,12.8,5
"3465",6.9,0.29,0.41,7.8,0.046,52,171,0.99537,3.12,0.51,9.6,5
"929",6.5,0.25,0.35,12,0.055,47,179,0.998,3.58,0.47,10,5
"1104",7.9,0.29,0.39,6.7,0.036,6,117,0.9938,3.12,0.42,10.7,5
"4498",6.3,0.29,0.3,8.1,0.212,60,150,0.9958,3.1,0.4,9.3,5
"1936",8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5
"4847",5.1,0.3,0.3,2.3,0.048,40,150,0.98944,3.29,0.46,12.2,6
"4770",6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6
"2193",7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,6
"235",7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6
"417",7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6
"2506",7.4,0.4,0.41,14.1,0.053,37,194,0.99886,3.2,0.63,9.4,6
"302",8.3,0.2,0.35,0.9,0.05,12,74,0.992,3.13,0.38,10.5,6
"1879",8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,6
"3332",6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,6
"1804",6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6
"612",7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,6
"1527",14.2,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,6
"3365",6,0.2,0.26,1.1,0.033,38,67,0.98954,3.14,0.38,11.5,6
"1472",7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6
"898",7,0.29,0.26,1.6,0.044,12,87,0.9923,3.08,0.46,10.5,6
"2281",6.4,0.16,0.25,1.3,0.047,20,77,0.9933,3.61,0.54,10.2,6
"2680",7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6
"3460",7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,6
"3176",7.8,0.21,0.34,11.9,0.039,55,140,0.9959,3.02,0.31,10.3,6
"478",7,0.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5,6
"4598",6.7,0.66,0,13,0.033,32,75,0.99551,3.15,0.5,10.7,6
"2909",6.2,0.2,0.31,1,0.031,22,73,0.99035,3.24,0.52,11.3,6
"3947",6,0.3,0.33,2.1,0.042,31,127,0.98964,3.32,0.42,12.5,6
"4345",6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,6
"1682",6.3,0.31,0.3,10,0.046,49,212,0.9962,3.74,0.55,11.9,6
"467",7,0.14,0.32,9,0.039,54,141,0.9956,3.22,0.43,9.4,6
"3111",6.7,0.24,0.46,2.2,0.033,19,111,0.99045,3.1,0.62,11.9,6
"1897",7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6
"4093",6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6
"4526",5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,6
"1612",8.2,0.26,0.49,5.2,0.04,19,100,0.9941,3.12,0.34,10.1,6
"4188",5.9,0.24,0.34,2,0.037,40,108,0.98948,3.19,0.5,12.3,6
"2218",8.1,0.25,0.38,3.8,0.051,18,129,0.9928,3.21,0.38,11.5,6
"305",7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6
"4114",6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,6
"227",6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6
"415",7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6
"4597",6.7,0.53,0.29,4.3,0.069,20,114,0.99014,3.22,0.59,13.4,6
"826",7,0.21,0.37,7.2,0.042,36,167,0.9958,3.26,0.56,9.8,6
"519",5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,6
"1162",7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6
"512",7.8,0.34,0.35,1.8,0.042,8,167,0.9908,3.11,0.41,12.1,6
"1509",6.8,0.21,0.49,14.5,0.06,50,170,0.9991,3.55,0.44,9.8,6
"2",6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,6
"1391",5.9,0.19,0.26,7.4,0.034,33,123,0.995,3.49,0.42,10.1,6
"2085",7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6
"4141",6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6
"3325",6.9,0.17,0.3,2,0.047,13,117,0.99152,3.16,0.51,11.6,6
"4001",6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6
"4437",6.7,0.28,0.28,4.5,0.051,14,92,0.99224,3.36,0.58,11.9,6
"3823",7,0.33,0.28,5.7,0.033,39,204,0.99176,3.17,0.64,12.5,6
"43",7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6
"2115",7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,6
"4628",6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,6
"3377",6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,6
"1279",7,0.24,0.36,4.9,0.083,10,133,0.9942,3.33,0.37,10.8,6
"3608",6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6
"3573",7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6
"3829",6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6
"271",6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,6
"2772",6.3,0.2,0.24,1.7,0.052,36,135,0.99374,3.8,0.66,10.8,6
"732",6.2,0.25,0.48,10,0.044,78,240,0.99655,3.25,0.47,9.5,6
"2641",7.4,0.2,0.37,1.2,0.028,28,89,0.99132,3.14,0.61,11.8,6
"4203",6.7,0.24,0.31,2.3,0.044,37,113,0.99013,3.29,0.46,12.9,6
"4088",6.5,0.21,0.42,1.1,0.059,33,101,0.9927,3.12,0.38,9.7,6
"3431",7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6
"1003",6.4,0.28,0.43,7.1,0.045,60,221,0.9952,3.09,0.45,9.4,6
"1616",7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,6
"4432",6.6,0.38,0.28,2.8,0.043,17,67,0.98924,3.21,0.47,13.2,6
"4344",5.8,0.22,0.25,1.5,0.024,21,109,0.99234,3.37,0.58,10.4,6
"1293",6.2,0.17,0.3,1.1,0.037,14,79,0.993,3.5,0.54,10.3,6
"583",7.3,0.3,0.22,6.4,0.056,44,168,0.9947,3.13,0.35,10.1,6
"2031",9.5,0.42,0.41,2.3,0.034,22,145,0.9951,3.06,0.52,11,6
"1635",8.3,0.25,0.49,16.8,0.048,50,228,1.0001,3.03,0.52,9.2,6
"3214",7.5,0.18,0.45,4.6,0.041,67,158,0.9927,3.01,0.38,10.6,6
"4112",5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,6
"4056",6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,6
"1353",5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6
"2785",7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,6
"4063",7.4,0.36,0.32,1.9,0.036,27,119,0.99196,3.15,0.49,11.2,6
"2904",5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6
"3103",6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2,6
"4661",6.6,0.33,0.41,2,0.027,14,79,0.99063,3.27,0.63,12.4,6
"3236",5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6
"106",7.3,0.13,0.32,14.4,0.051,34,109,0.9974,3.2,0.35,9.2,6
"546",6.4,0.16,0.22,1.4,0.04,41,149,0.9933,3.49,0.58,10,6
"4286",6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6
"2824",7.6,0.27,0.34,5,0.04,18,56,0.99084,3.06,0.48,12.4,6
"1007",5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6
"2333",6.3,0.4,0.32,10.6,0.049,38,209,0.9981,3.47,0.59,9.3,6
"2044",7.4,0.18,0.34,2.7,0.03,30,107,0.992,2.97,0.53,11,6
"125",6.4,0.13,0.47,1.6,0.092,40,158,0.9928,3.21,0.36,9.8,6
"1808",8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,6
"1173",7.6,0.21,0.44,1.9,0.036,10,119,0.9913,3.01,0.7,12.8,6
"3102",7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,6
"487",6,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,6
"1623",6.5,0.44,0.49,7.7,0.045,16,169,0.9957,3.11,0.37,8.7,6
"488",6.6,0.34,0.28,1.3,0.035,32,90,0.9916,3.1,0.42,10.7,6
"2561",6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6
"1031",7.1,0.2,0.41,2.1,0.054,24,166,0.9948,3.48,0.62,10.5,6
"3826",6.7,0.46,0.21,4,0.034,12,88,0.99016,3.26,0.54,13,6
"3897",6.7,0.26,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,6
"4376",6,0.32,0.32,4.8,0.041,40,186,0.99235,3.22,0.54,11,6
"4219",8,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,6
"695",7.6,0.29,0.58,17.5,0.041,51,225,0.9997,3.16,0.66,9.5,6
"1478",7.6,0.51,0.24,1.2,0.04,10,104,0.992,3.05,0.29,10.8,6
"2392",6.5,0.24,0.29,8.2,0.043,32,156,0.99453,3.13,0.7,10.1,6
"4682",5.6,0.27,0.37,0.9,0.025,11,49,0.98845,3.29,0.33,13.1,6
"480",6.3,0.22,0.33,1.7,0.041,67,164,0.9928,3.32,0.56,10.4,6
"4232",7.5,0.35,0.37,2.5,0.066,29,89,0.98964,3.14,0.42,12.7,6
"4212",7.1,0.38,0.42,11.8,0.041,32,193,0.99624,3.04,0.49,10,6
"109",7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,6
"1725",7,0.13,0.3,5,0.056,31,122,0.9945,3.47,0.42,10.5,6
"3776",6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6
"2065",6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6
"506",7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6
"3267",8.1,0.24,0.32,10.5,0.03,34,105,0.99407,3.11,0.42,11.8,6
"3354",6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6
"4403",6.8,0.43,0.26,5.2,0.043,40,176,0.99116,3.17,0.41,12.3,6
"2820",6,0.21,0.34,2,0.042,63,123,0.99052,3.44,0.42,11.4,6
"1019",7.1,0.18,0.42,1.4,0.045,47,157,0.9916,2.95,0.31,10.5,6
"3350",6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6
"3340",7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5,6
"1461",8.5,0.17,0.74,3.6,0.05,29,128,0.9928,3.28,0.4,12.4,6
"4307",6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,6
"665",7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6
"4374",6.1,0.26,0.28,1.7,0.043,24,98,0.98918,3.14,0.44,12.5,6
"4363",6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,6
"3348",6.6,0.16,0.21,6.7,0.055,43,157,0.99384,3.15,0.52,10.8,6
"1995",7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6
"734",6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6
"2473",8.8,0.24,0.23,10.3,0.032,12,97,0.99571,3.13,0.4,10.7,6
"87",7.2,0.39,0.63,11,0.044,55,156,0.9974,3.09,0.44,8.7,6
"236",7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6
"4714",6.4,0.28,0.28,3,0.04,19,98,0.99216,3.25,0.47,11.1,6
"3401",7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,6
"1229",9.4,0.26,0.53,1.2,0.047,25,109,0.9921,3.23,0.28,12.5,6
"2428",8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,6
"2293",6.5,0.32,0.23,1.2,0.054,39,208,0.99272,3.18,0.46,9.9,6
"2718",6.8,0.16,0.29,10.4,0.046,59,143,0.99518,3.2,0.4,10.8,6
"4471",4.7,0.145,0.29,1,0.042,35,90,0.9908,3.76,0.49,11.3,6
"337",6.3,0.23,0.33,1.5,0.036,15,105,0.991,3.32,0.42,11.2,6
"3085",6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6
"1010",8.3,0.15,0.39,1.3,0.055,32,146,0.993,3.08,0.39,10.5,6
"2045",5.7,0.385,0.04,12.6,0.034,22,115,0.9964,3.28,0.63,9.9,6
"3359",6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6
"4755",6.4,0.19,0.35,10.2,0.043,40,106,0.99632,3.16,0.5,9.7,6
"2195",6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4,6
"814",6.5,0.26,0.32,16.5,0.045,44,166,1,3.38,0.46,9.5,6
"363",6.8,0.15,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,6
"3225",5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6
"3202",7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6
"489",7.4,0.29,0.29,1.6,0.045,53,180,0.9936,3.34,0.68,10.5,6
"3014",7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6
"671",7.8,0.42,0.26,9.2,0.058,34,199,0.9972,3.14,0.55,9.3,6
"605",6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6
"4100",6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6
"4728",6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,6
"1223",7.6,0.28,0.39,1.2,0.038,21,115,0.994,3.16,0.67,10,6
"2376",7,0.32,0.29,4.9,0.036,41,150,0.99168,3.38,0.43,12.2,6
"3356",5.3,0.32,0.23,9.65,0.026,26,119,0.99168,3.18,0.53,12.2,6
"885",6.8,0.23,0.29,12.2,0.035,38,236,0.9976,3.35,0.52,9.8,6
"3261",7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
"592",7.3,0.2,0.37,1.2,0.037,48,119,0.992,3.32,0.49,10.9,6
"3632",6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6
"4325",5.9,0.2,0.28,1,0.043,45,100,0.99033,3.4,0.41,11.4,6
"1488",6.7,0.25,0.74,19.4,0.054,44,169,1.0004,3.51,0.45,9.8,6
"4625",6.4,0.4,0.25,4.2,0.032,15,91,0.98988,3.26,0.52,13.1,6
"2861",7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2,6
"4025",6,0.28,0.27,4.1,0.046,50,147,0.99126,3.27,0.56,11.6,6
"1701",6.7,0.26,0.3,1.8,0.043,25,121,0.9944,3.44,0.61,10.2,6
"3555",8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6
"4514",6.8,0.4,0.29,2.8,0.044,27,97,0.9904,3.12,0.42,11.2,6
"2468",7,0.28,0.32,1.7,0.038,27,128,0.99375,3.2,0.62,10.2,6
"4860",6,0.43,0.34,7.6,0.045,25,118,0.99222,3.03,0.37,11,6
"3616",7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6
"1036",8.8,0.17,0.38,1.8,0.04,39,148,0.9942,3.16,0.67,10.2,6
"3475",6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,6
"3884",6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6
"3405",5.8,0.18,0.28,1.3,0.034,9,94,0.99092,3.21,0.52,11.2,6
"2109",7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,6
"601",6.7,0.3,0.35,1.4,0.18,36,160,0.9937,3.11,0.54,9.4,6
"3935",7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,6
"1516",7.3,0.155,0.49,1.3,0.039,34,136,0.9926,3.14,0.77,10.5,6
"2974",6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6
"277",6.7,0.2,0.41,9.1,0.044,50,166,0.9954,3.14,0.58,9.8,6
"2729",6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,6
"2603",6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,6
"2075",6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6
"2600",6.9,0.32,0.27,16,0.034,58,185,0.99938,3.34,0.6,9,6
"2511",6.2,0.28,0.45,7.5,0.045,46,203,0.99573,3.26,0.46,9.2,6
"4425",6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6
"4311",5.6,0.225,0.24,9.8,0.054,59,140,0.99545,3.17,0.39,10.2,6
"2892",6.9,0.2,0.3,4.7,0.041,40,148,0.9932,3.16,0.35,10.2,6
"4010",6.8,0.22,0.32,5.9,0.054,40,152,0.9938,3.2,0.57,10.8,6
"2233",8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5,6
"3857",5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6
"3514",7.9,0.35,0.28,12.9,0.032,13,63,0.9932,2.99,0.43,13,6
"3760",7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6
"2417",7,0.16,0.26,6.85,0.047,30,220,0.99622,3.38,0.58,10.1,6
"4305",6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,6
"1668",8.8,0.39,0.34,5.9,0.055,33,128,0.9927,2.95,0.51,11.8,6
"4735",5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.6333333333333,6
"1751",7.4,0.18,0.3,10.4,0.045,44,174,0.9966,3.11,0.57,9.7,6
"884",7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,6
"1744",8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6
"1810",8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,6
"4373",7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.3666666666667,6
"3228",6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,6
"4725",6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,6
"3373",5.6,0.15,0.26,5.55,0.051,51,139,0.99336,3.47,0.5,11,6
"2700",6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6
"4645",6.8,0.29,0.22,3.4,0.035,40,122,0.99024,3.09,0.47,12.3,6
"1077",7.5,0.28,0.33,7.7,0.048,42,180,0.9974,3.37,0.59,10.1,6
"4638",6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.7333333333333,6
"4011",7.2,0.21,0.29,3.1,0.044,39,122,0.99143,3,0.6,11.3,6
"267",6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,6
"3234",6.2,0.2,0.29,11.8,0.035,21,93,0.99364,3.18,0.34,11.9,6
"90",7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,6
"1738",6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6
"4641",6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.75,6
"4306",5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5,6
